Show Name,Top Topic,Column Number,Relationships,Arts,Hunting,Entertainment,Investing,Outdoors,Wall Street,Legal,Sports,Religion,International Politics,NSFW,Self-Improvement,Pets,Opinion,Medicine,Automotive,Dating,Asia,Winter Holidays,Social Media,Literature,Eating,Farming / Gardening,Business,Nature,Food,Scientific Research,Photography,Beverages,News / Politics,Diet,Anatomy,Energy / Climate Change,Space,California,European Politics,Judicial,NBA,Drugs,Economics,Animals,Conflict / War,Music,Brain Science,Science,U.S. Politics,NFL,Places / Transportation,Disease,Fighting,Movies,Health Care,Race,Women's Health,Death / Disaster,Sleep / Spooky,Fitness,Conservative Politics,Digital Entrepreneurship,Crime,Startups,History,Comedy,Guns / Police,Family,Pro Wrestling,Medical Treatment,Colloquial,U.S. Election 2016,College Football,Sex,Cryptocurrency,TV,Fashion / Style,Radio,Communication,Tech,Money,Education,Mobile Tech
Candidate Confessional - Defeated Politicians Tell All,News / Politics,1073,0.5933,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7772,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8104,0.6111,0.0000,0.0000,0.0000,0.0000,0.0000,0.6438,0.0000,0.0000,0.0000,0.0000,0.0000
Zero To Scale: Two Entrepreneurs Take You Behind The Scenes In A Journey To $100k Per Month And Beyond,Digital Entrepreneurship,1074,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2622,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.5217,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5465,0.0000,0.0000,0.0000,0.0000,0.6994,0.0000,0.0000,0.0000
The Run-Up,News / Politics,1075,0.5414,0.0208,0.0000,0.1068,0.0000,0.0000,0.0000,0.0583,0.0252,0.0000,0.0591,0.0000,0.0000,0.0000,0.7117,0.0000,0.0000,0.0546,0.0000,0.0000,0.0323,0.0281,0.0331,0.0000,0.0690,0.0000,0.0066,0.0000,0.0000,0.0000,0.9268,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0361,0.0000,0.0000,0.0673,0.0000,0.0339,0.0000,0.0000,0.0048,0.6085,0.0252,0.0000,0.0000,0.0000,0.0197,0.0000,0.0190,0.0000,0.0000,0.0000,0.0000,0.0243,0.0000,0.0107,0.0000,0.0000,0.0718,0.0000,0.0584,0.0000,0.0000,0.0766,0.5289,0.0000,0.0225,0.0000,0.0000,0.0000,0.0000,0.4893,0.0205,0.0186,0.0000,0.0000
Watch The Thrones,TV,1076,0.3536,0.0523,0.0000,0.8935,0.0442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2410,0.0000,0.0000,0.0347,0.0000,0.0909,0.0000,0.0000,0.1213,0.0000,0.0335,0.0000,0.1034,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0271,0.0472,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1155,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1187,0.0000,0.0000,0.0432,0.0000,0.0000,0.6469,0.0000,0.0000,0.0000,0.0000,0.9091,0.0000,0.0909,0.2353,0.0000,0.0000,0.0000,0.0000
What I Wore When... - An Official Glamour Podcast,Fashion / Style,1077,0.8530,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8931,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9473,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.2066,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
PHDivas,Race,1078,0.7241,0.1864,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4740,0.0000,0.0000,0.4324,0.0000,0.0000,0.0000,0.1313,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1937,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1501,0.0000,0.2808,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9067,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1948,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3873,0.0000,0.0000,0.4410,0.0000
MWFmotivation Podcast,Self-Improvement,1079,0.3341,0.0074,0.0077,0.0000,0.0198,0.0748,0.0000,0.0000,0.0476,0.0000,0.0145,0.0000,1.0000,0.0000,0.0000,0.0000,0.0387,0.0630,0.0000,0.0000,0.0945,0.0099,0.0000,0.0494,0.2992,0.0241,0.0000,0.0000,0.0000,0.0000,0.0259,0.0000,0.0071,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0132,0.0000,0.0000,0.0811,0.0728,0.0122,0.0477,0.0453,0.0122,0.0285,0.0000,0.0000,0.0000,0.0000,0.0000,0.0256,0.2033,0.0000,0.2794,0.0000,0.0046,0.0128,0.0000,0.0000,0.0595,0.0000,0.0000,0.4485,0.0000,0.0000,0.0107,0.0000,0.0000,0.0000,0.0208,0.3242,0.0167,0.0196,0.0256,0.0119
Nature Medicine Podcast,Science,1080,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9215,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1181,0.0000,0.0000,0.0000
This Week in Startups - Audio,Tech,1081,0.0972,0.0000,0.0000,0.0000,0.1680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0996,0.0000,0.1063,0.0056,0.0000,0.0000,0.3391,0.0000,0.1219,0.0000,0.3886,0.0000,0.0788,0.0221,0.0000,0.0000,0.0455,0.0000,0.0000,0.0526,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0179,0.0000,0.0000,0.0000,0.1013,0.1567,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0857,0.0000,0.8008,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3213,0.0000,0.0000,0.0000,0.0273,0.0000,0.0000,0.0000,0.0926,0.9255,0.0065,0.0000,0.2464
The Beauty Brains,Anatomy,1082,0.0000,0.0000,0.0000,0.0000,0.0000,0.5841,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2402,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4841,0.3364,0.5875,0.0000,0.0000,0.0000,0.2463,0.9705,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9079,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3322,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Everyday Einstein's Quick and Dirty Tips for Making Sense of Science,Science,1083,0.0000,0.0000,0.0000,0.0000,0.0366,0.2450,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0700,0.0000,0.3333,0.0000,0.0000,0.0000,0.0000,0.0000,0.1667,0.0000,0.0000,0.0000,0.0277,0.2585,0.0000,0.5547,0.0000,0.0000,0.2837,0.0000,0.0426,0.1667,0.5164,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8813,0.0987,0.0000,0.3125,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0680,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0637,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1357,0.0000,0.0000,0.1357
YKWD Podcast,Colloquial,1084,0.0000,0.0000,0.0000,0.5844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9237,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The California Report,California,1085,0.0413,0.0582,0.0200,0.0176,0.0493,0.2053,0.0016,0.3720,0.0254,0.0130,0.0659,0.0000,0.0024,0.0000,0.0205,0.1005,0.0318,0.0052,0.0059,0.0136,0.0107,0.0018,0.0302,0.0598,0.1738,0.1343,0.0356,0.0359,0.0069,0.0069,0.2317,0.0030,0.0048,0.0339,0.0077,0.9327,0.0055,0.3781,0.0018,0.0122,0.0992,0.0117,0.0196,0.0400,0.0005,0.0838,0.0354,0.0077,0.0972,0.0148,0.0029,0.0152,0.1539,0.0287,0.0013,0.0011,0.0035,0.0104,0.0007,0.0041,0.0406,0.0282,0.0298,0.0000,0.0427,0.0500,0.0000,0.1005,0.0156,0.0543,0.0005,0.0126,0.0073,0.0033,0.0005,0.0102,0.0263,0.0745,0.0175,0.1636,0.0056
The Guardian's the biggest story in the world,Opinion,1086,0.6956,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5096,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7294,0.0000,0.0000,0.0000,0.0000,0.0000,0.7798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6784,0.8355,0.0000,0.0000,0.0000,0.0000
Etsy Conversations Podcast | Arts & Crafts | DIY | Online Business | Ecommerce | Online Shopping | Entrepreneur Interviews,Business,1087,0.1762,0.0434,0.0000,0.0000,0.6462,0.0090,0.0000,0.0000,0.0204,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1357,0.0000,0.0506,0.4511,0.0000,0.0000,0.0000,0.7749,0.0106,0.0000,0.0000,0.0557,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0129,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4537,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0175,0.0000,0.0212,0.0000,0.0000,0.0000,0.1236,0.0000,0.0110,0.0452,0.0000,0.0000,0.0309
sportswithoutballs,Colloquial,1088,0.6998,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9845,0.0000,0.4044,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6573,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4844,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3442,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
Mysterious Topics,History,1089,0.1224,0.0619,0.0809,0.0457,0.0000,0.3018,0.0000,0.0323,0.0000,0.0000,0.0224,0.0000,0.0000,0.0000,0.0603,0.0000,0.0000,0.0145,0.0000,0.0420,0.0000,0.0287,0.0000,0.0000,0.0101,0.2640,0.0000,0.0354,0.0000,0.0000,0.0784,0.0000,0.0191,0.0000,0.0550,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0599,0.0000,0.0161,0.1250,0.2558,0.0000,0.0000,0.3455,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2317,0.0000,0.0000,0.0000,0.0395,0.0000,0.4747,0.0000,0.0000,0.0000,0.0000,0.0000,0.0675,0.0000,0.0000,0.0000,0.0000,0.0221,0.0000,0.0000,0.1234,0.0000,0.0000,0.0000,0.0000
Expanded Perspectives,Sleep / Spooky,1090,0.0390,0.0000,0.1156,0.0176,0.0000,0.3116,0.0000,0.0419,0.0135,0.0000,0.0324,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0339,0.0000,0.0000,0.0000,0.0000,0.2192,0.0000,0.0000,0.1008,0.2038,0.0261,0.0000,0.0000,0.0717,0.0000,0.0000,0.0000,0.0652,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2265,0.0425,0.0000,0.0551,0.2027,0.0000,0.0000,0.3686,0.0000,0.0000,0.0000,0.0000,0.0250,0.0000,0.0000,0.6184,0.0392,0.0000,0.0000,0.0410,0.0000,0.4353,0.0000,0.0000,0.0275,0.0000,0.0000,0.0128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0320,0.0000,0.0000,0.0000
MonsterTalk,Opinion,1091,0.1321,0.0522,0.0000,0.0000,0.0000,0.0886,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.5745,0.0000,0.0000,0.0000,0.0000,0.0000,0.0562,0.1170,0.0000,0.0000,0.0000,0.1754,0.0158,0.1275,0.0000,0.0000,0.0604,0.0000,0.0000,0.0000,0.2237,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2146,0.0000,0.0000,0.0000,0.4851,0.0438,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0806,0.0000,0.0000,0.0000,0.0928,0.0000,0.3764,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1587,0.0000,0.0000,0.0212,0.0000
Witness,Animals,1092,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2241,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6143,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8620,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,1.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7436,0.0000,0.0000,0.0000,0.0000,0.0000,0.1190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
The Daily,News / Politics,1093,0.2569,0.0000,0.0000,0.0472,0.0969,0.0000,0.0000,0.3204,0.0000,0.0000,0.5004,0.0000,0.0000,0.0000,0.4119,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0951,0.0000,0.0000,0.0000,0.0000,0.0000,0.9798,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3452,0.0000,0.0000,0.0000,0.0000,0.1235,0.0000,0.0000,0.0000,0.8573,0.0000,0.0000,0.0000,0.0000,0.0514,0.0000,0.1017,0.0000,0.0000,0.0000,0.0000,0.0382,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0508,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3407,0.0229,0.0000,0.0000,0.0000
CNET Update (HD),Mobile Tech,1094,0.0000,0.0000,0.0000,0.2701,0.0000,0.0000,0.1381,0.1432,0.0000,0.0000,0.0909,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2849,0.0000,0.0000,0.0000,0.2403,0.0000,0.0000,0.0000,0.0000,0.0000,0.0878,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1863,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1579,0.0000,0.0000,0.2945,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1753,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,1.0000
How I Built This,Startups,1095,0.2955,0.0000,0.0000,0.0000,0.5698,0.1829,0.0000,0.0000,0.0000,0.0000,0.0697,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0474,0.0000,0.0000,0.0000,0.0000,0.1341,0.1260,0.6246,0.0000,0.1322,0.0000,0.0000,0.0000,0.0674,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6337,0.0438,0.0000,0.0000,0.0000,0.0000,0.0000,0.2416,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3923,0.2174,0.5028,0.0718,0.0000,0.0000
Talk Nerdy with Cara Santa Maria,Science,1096,0.4596,0.1331,0.0000,0.1324,0.0000,0.0819,0.0000,0.0000,0.0000,0.0289,0.0537,0.0000,0.0000,0.0000,0.3306,0.0833,0.0000,0.0572,0.0000,0.0000,0.1098,0.1434,0.0270,0.0000,0.0000,0.0821,0.0000,0.2344,0.0545,0.0000,0.2275,0.0000,0.0000,0.0000,0.2176,0.0000,0.0161,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0338,0.7351,0.0421,0.0000,0.0000,0.0833,0.0000,0.1323,0.0000,0.0833,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0833,0.0000,0.0000,0.0000,0.0350,0.3113,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0886,0.3121,0.0480,0.0000,0.1220,0.0000
Women of Marvel,Relationships,1097,1.0000,0.6144,0.0000,0.9272,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.8127,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9012,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7609,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.0000,0.0000,0.0000,0.0000,0.0000
Smart Drug Smarts: Brain Optimization | Nootropics | Neuroscience,Science,1098,0.0821,0.0761,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0783,0.2471,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0649,0.0000,0.0000,0.0000,0.4819,0.9523,0.0000,0.0000,0.0000,0.4115,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1347,0.0000,0.0000,0.0000,0.0687,0.6060,0.9774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0337,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0548,0.0000,0.2574,0.0559,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0410,0.0895,0.0000,0.0000,0.0000
Brains On!,Science,1099,0.0753,0.0386,0.0351,0.0049,0.0000,0.4039,0.0000,0.0000,0.0568,0.0000,0.0000,0.0000,0.0000,0.0915,0.0091,0.0321,0.0732,0.0950,0.0000,0.0000,0.0131,0.0025,0.0532,0.1071,0.0940,0.2908,0.0898,0.1808,0.0038,0.0244,0.0027,0.0267,0.8237,0.0189,0.1894,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.2096,0.0000,0.0000,0.0350,0.9104,0.0000,0.0000,0.1347,0.0197,0.0000,0.0053,0.0000,0.0000,0.0000,0.0000,0.0000,0.0283,0.0000,0.0000,0.0000,0.0000,0.0540,0.0116,0.0000,0.0000,0.0000,0.0289,0.1684,0.0000,0.0336,0.0000,0.0087,0.0000,0.0086,0.0889,0.0000,0.0306,0.0949,0.0082,0.0119
CNN Debates,News / Politics,1100,0.1930,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2793,0.0000,0.0000,0.3254,0.0000,0.0000,0.0000,0.1900,0.0000,0.0000,0.0186,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2732,0.0000,0.0000,0.0000,0.0000,0.0000,0.9987,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3805,0.0000,0.0000,0.2812,0.0000,0.2089,0.0000,0.0000,0.0000,0.3845,0.0000,0.0000,0.0000,0.0000,0.0000,0.1016,0.0408,0.0000,0.0000,0.0000,0.0000,0.2834,0.0000,0.0000,0.0000,0.0000,0.0000,0.0371,0.0271,0.0000,0.0000,0.0931,0.7532,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.2703,0.0000,0.0000,0.0376,0.0000
This Week in Photo,Photography,1101,0.0628,0.9848,0.0000,0.0000,0.0606,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0237,0.0000,0.0000,0.0000,0.0000,0.0000,0.2786,0.0000,0.0000,0.0000,0.1100,0.0000,0.0000,0.0000,1.0000,0.0000,0.0157,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0271,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.3039,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.6809,0.0000,0.0000,0.6106
Denzel Washington is the Greatest Actor of All Time Period,Entertainment,1102,0.1696,0.0000,0.0000,0.9647,0.0000,0.0000,0.0000,0.0000,0.1057,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0450,0.0000,0.0000,0.0000,0.0000,0.1175,0.0000,0.0000,0.0000,0.0486,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.9053,0.0000,0.1302,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.4588,0.0000,0.0000,0.0000,0.0000,0.5552,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.1818,0.0000,0.0000,0.0000,0.0000
Building a Story Brand with Donald Miller | Helping You Clarify Your Message and Grow Your Business,Communication,1103,0.7312,0.0723,0.0000,0.0496,0.0806,0.0000,0.0000,0.0000,0.0000,0.0000,0.0364,0.0000,0.2998,0.0000,0.0757,0.0000,0.0000,0.0290,0.0000,0.0721,0.1100,0.0000,0.0000,0.0000,0.7040,0.0000,0.0000,0.0000,0.0000,0.0000,0.0400,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0451,0.0350,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7092,0.0000,0.1484,0.0000,0.0769,0.0000,0.0000,0.0000,0.0000,0.3160,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.7652,0.1070,0.0616,0.0000,0.0000
